timestamp,actual_scaled,sarima_pso_tcn_scaled,sarima_ga_tcn_scaled,actual_kwh,sarima_pso_tcn_kwh,sarima_ga_tcn_kwh
10/7/2022 7:00,0.084341246,0.13888221,0.122998105,18.96300263,31.22580999,27.65448111
10/7/2022 8:00,0.141719717,0.13531013,0.136856207,31.86378536,30.42267544,30.7702903
10/7/2022 9:00,0.248670049,0.258214949,0.257788418,55.91013909,58.0561824,57.96028264
10/7/2022 10:00,0.310559789,0.281148823,0.281157458,69.82522058,63.21255757,63.21449909
10/7/2022 11:00,0.310233088,0.320937923,0.319305333,69.75176606,72.15860537,71.79153935
10/7/2022 12:00,0.41949006,0.290920482,0.292149947,94.31673707,65.40958463,65.68601341
10/7/2022 13:00,0.578629097,0.39844314,0.405471407,130.0970238,89.58461819,91.1648301
10/7/2022 14:00,0.623066315,0.502561615,0.522940473,140.0881389,112.9942665,117.5761805
10/7/2022 15:00,0.529391448,0.534507135,0.547874221,119.0265963,120.17679,123.1822009
10/7/2022 16:00,0.398722962,0.439237554,0.415552978,89.64753237,98.75669721,93.43153661
10/7/2022 17:00,0.441043278,0.345520565,0.291535957,99.16269013,77.68568407,65.5479659
10/7/2022 18:00,0.415563889,0.396926674,0.378831333,93.43398992,89.24366096,85.17516532
10/7/2022 19:00,0.431557827,0.277001942,0.232387944,97.03001321,62.28018686,52.24932521
10/7/2022 20:00,0.371372786,0.279842399,0.263146311,83.49821065,62.91882575,59.16493336
10/7/2022 21:00,0.20084132,0.218965712,0.221696364,45.15648824,49.23151562,49.84546641
10/7/2022 22:00,0.083714665,0.072091267,0.048786314,18.82212431,16.20875843,10.96895107
10/7/2022 23:00,0.07516915,-0.010825876,-0.043341581,16.90077948,-2.434053592,-9.744775478
10/8/2022 0:00,0.071209034,-0.010239942,-0.049643679,16.01040017,-2.302314241,-11.16171811
10/8/2022 1:00,0.071209034,0.011211494,-0.009190835,16.01040017,2.52075469,-2.066436489
10/8/2022 2:00,0.071209034,0.013259678,0.016157803,16.01040017,2.981261532,3.632866224
10/8/2022 3:00,0.071209034,0.005965552,-0.003678055,16.01040017,1.34127473,-0.826961463
10/8/2022 4:00,0.071209034,0.008514626,-0.004076365,16.01040017,1.914400019,-0.916516209
10/8/2022 5:00,0.071209034,0.024345291,0.010370854,16.01040017,5.473713576,2.331747958
10/8/2022 6:00,0.045961511,0.051721029,0.034485221,10.3338319,11.62878259,7.753541354
10/8/2022 7:00,0.148041782,0.101130739,0.084615134,33.28521743,22.73789589,19.02458266
10/8/2022 8:00,0.247250524,0.179882154,0.166860499,55.59097778,40.44409969,37.5163544
10/8/2022 9:00,0.284078086,0.310078813,0.287423712,63.87116326,69.71707957,64.62338259
10/8/2022 10:00,0.171236241,0.274182729,0.257025033,38.50018174,61.64632454,57.78864572
10/8/2022 11:00,0.347679941,0.169541435,0.171017976,78.17119084,38.11912708,38.45110764
10/8/2022 12:00,0.469766361,0.415237694,0.377165972,105.6206918,93.36064935,84.80073121
10/8/2022 13:00,0.432564753,0.451993188,0.437474108,97.25640705,101.6246312,98.36020991
10/8/2022 14:00,0.534430726,0.392994571,0.372906867,120.1596104,88.35958013,83.84312817
10/8/2022 15:00,0.499493771,0.466144763,0.472675241,112.3045028,104.8064238,106.2747147
10/8/2022 16:00,0.505298206,0.41885181,0.407237331,113.6095526,94.173235,91.5618745
