Model,MAE,RMSE,SMAPE (%),R2
SARIMA-PSO-TCN,0.049752360676433655,0.06753201264426928,49.16516819001201,0.830712832206178
SARIMA-GA-TCN,0.05789728349078892,0.07717659167436507,62.75215806418692,0.7789065670509147
